nom,prix,devise,supermarche,categorie,categorie_description,zone
Œufs frais,17.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu gouda cavalière ,33.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Ricotta double crème,12.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Margarine,7.39,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage râpé au sicilien cuit,56.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé ,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage râpé au gruyere,8.29,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Le bleu de Lansarine,60.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Délishake ,1.09,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Plateau Fromage fête (350g à 400g),52.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage edam,58.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage à raclette ,61.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage à raclette ,76.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Mozzarella cerise,50.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage sicilien demi sel ,39.8,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage gouda ,58.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Primo Sale,59.8,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème dessert Toffee chocolat ,0.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage Gouda,51.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage carré,5.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt nature nature light,0.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt aromatisé,0.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage à l'emmental,5.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage au cheddar,5.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Crème sucrée pour garniture de gâteaux,6.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire protéiné café caramel Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire protéiné chocolat Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire protéiné Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire protéiné vanille cookies Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire protéiné fraise framboise Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire protéiné nature Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire protéiné Yopro,3.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Œufs frais,12.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage cavaliere edam,33.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage cavaliere gouda ,43.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Lait concentré sucré,12.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire proteiné,3.19,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt brassé aux fruits jaunes et aux céréales,1.08,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé aux fruits rouges et aux céréales,1.08,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage ricotta ,3.02,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Boisson lactée Danao au jus de pêche abricot,0.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage frais Croc'lait ,3.49,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage mozzarella cerise ,64.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Pack de yaourts aromatisés ,6.34,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé Blendy,1.11,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à la grecque Oikos,0.96,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aromatisé aux fruits ,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt aromatisé,0.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire,2.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aromatisé Mamzouj,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Milkshake Déli Shake,1.07,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire Danup ,1.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire Danup,0.95,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé Mamzouj,0.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Boisson lactée au jus de pêche et abricot,1.24,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire à banane,1.22,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire à banane,0.96,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Pack yaourt Ananas et fruits secs,6.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Pack yaourt nature ,5.29,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Pack yaourt bifi 0% matière grasse,5.59,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt le grand brassé saveur pistache,0.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt le grand brassé saveur fraise,0.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt le grand brassé saveur vanille,0.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aux fruits mixés mangue,0.72,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt aux fruits mixés à la pulpe de fraise,0.72,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé aux morceaux de cerise,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire  vit'up ,0.93,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage mozzarella 100% Lait,39.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage ricotta ,3.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Camembert du nord ouest,15.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage cheddar,52.7,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Lait concentré sucré,7.85,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu râpé,31.41,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème dessert chocolat liégeois,0.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire café,1.05,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Pack de yaourts bifi 0% aux morceaux des fruits de bois ,3.15,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé saveur tarte framboise,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage mozzarelle 100% lait,41.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu râpé au gruyère Milkana,18.88,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
"Lait fermenté ""Leben"" à l'eau de rose",1.25,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé aux céréales et aux fruits des bois Misto,1.15,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
"Lait fermenté ""Leben""",1.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé aux céréales et aux fruits exotiques Misto,1.21,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
"Lait caillé ""Raieb""",1.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage râpé affiné 100% lait,37.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire Protéiné et 0% de matières grasses,6.49,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Lait écrémé Barista U.H.T,2.35,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Râpé 4 fromages,14.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage râpé fondu,32.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage tartare trois poivres,4.4,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Gouda fumé,57.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage mozzarella ,45.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt aux fruits fraise,0.87,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Lait entier U.H.T,2.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
"Lait fermenté ""Leben"" aux probiotiques",1.78,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé saveur biscuit citron,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
"Yaourt brassé aux figues, amandes, noix et miel",0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé saveur biscuit vanille,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire aux fruits des bois Max,1.76,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt brassé à la vanille,0.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire vanille Max,1.76,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt brassé caramel banane,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé saveur biscuit fraise,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé à la fraise,0.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire fraise Max,1.76,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire citron Natiyo,1.22,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire To Go fraise banane,1.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire céréales banane Natiyo,1.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage Whey pro protéines goût vanille,3.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire pêche abricot Natiyo,1.76,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Whey pro protéines goût café,3.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage Whey pro protéines goût framboise,3.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt aux fruits mûre et myrtille,0.87,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aux fruits pêche abricot,0.87,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème dessert montagne de goût chocolat noisette,0.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Boisson lactée goût fraise banane Danao,1.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Tomme de Bizerte,50.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage Pecorino,59.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage Gouda,54.4,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage edam rouge,54.4,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage FETA,37.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage fondu au cheddar,4.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu sucette Fromagy,1.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème de cuisson,4.98,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage camembert traditionnel,53.4,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage frais au poivre Rondelé,3.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème de cuisson,7.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage frais ail & fines herbes Rondelé,5.24,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage mozzarelle Boccon,7.62,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Sauce cheddar,9.48,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage à tartiner nature,4.4,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Crème fraîche ,2.49,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Beurre extra fin,45.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt chocolat liégeois,0.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage à raclette à la truffe,71.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage à raclette fumé,66.3,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage à raclette nature,61.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage gouda à l'ail noir,72.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Pack yaourt brassé,4.92,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Œufs jaune orange,7.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu spécial hamburger,10.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Ricotta demi-sel  5% matière grasse,16.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Œufs d'or,14.25,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu à tartiner Tarti doux,5.64,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé mamzouj citron vert,0.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Œufs frais jaune-Junior,9.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire pêche abricot TipTop,1.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage mozzarella,10.38,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage camembert Couteaux & Plateaux,11.59,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Crème dessert Plaisir caramel chocolat,0.87,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage frais,3.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Boisson lactée goût pomme kiwi mangue Danao,1.18,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire Danup fraise hawai bleu,1.22,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt brassé aux fruits secs,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire Ptit délice fraise,0.78,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire Ptit délice banane biscuit,0.78,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire Danao pêche abricot,1.18,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage fondu à tartiner Tarti doux,6.29,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire max aux fruits des bois,1.76,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt le brassé saveur fraise,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Smoothie goût pêche-pomme-poire,1.05,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Smoothie saveur exotique,1.05,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Lait demi-écrémé sans lactose U.H.T,2.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aux mûres et noix fekia,0.95,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Œufs Ovolina frais jaune orange,14.41,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Œufs frais omega 3,14.29,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt brassé ananas,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt brassé pêche abricot,0.84,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage Reblochon,61.8,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Burrata,13.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage fondu à tartiner STREET & CO,2.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage fondu à tartiner STREET & CO,8.89,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Œufs frais jaune jaune ovolina,13.17,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage râpé 100% lait,16.78,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Portions de fromage,14.88,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Râpé 4 fromages,25.48,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage carré sans sel,37.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Œufs Les brunes CHAHIA,4.24,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Œufs Les brunes CHAHIA,8.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Œufs Les brunes CHAHIA,16.59,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt à boire granola VITALAIT,0.93,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage rapé LAND'OR ,13.68,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Lait concentré sucré au lait entier NESTLÉ,7.55,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage fondu à l'emmental ,4.82,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Mozzarella traditionnelle,54.7,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage fumé Scamorza,26.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage rapé Pecorino Romano,20.39,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Granello,10.19,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt à boire pina colada,0.94,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Margarine tartine et cuisson,23.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Plateau de fromage ,38.9,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage râpé emmental,5.98,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage en tranches hamburger,2.94,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage tranche Burger cheddar,4.86,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage emmental râpé cheese,1.28,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage à l'emmental râpé fondant,1.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage edam,0.74,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage frais à la Truffe,9.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage frais au Saumon fumé,9.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Salacube,13.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage frais ail et fines herbes,8.28,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Fromage Rainoir à pâte pressée,62.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage raclette à pâte pressée,59.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Bûchette fromage au lait de vache ,11.09,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Ricotta traditionnelle,20.5,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage Mozzarelle,6.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt orange,0.43,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Lait concentré ,7.69,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Lait concentré sucré,19.57,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Boisson lactée goût vanille Délisso,0.52,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Boisson lactée goût fraise Délisso ,0.92,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage râpé,9.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Boisson lactée  tropical multivitaminé Danao,1.0,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt étuvé citron,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Œufs de caille,5.79,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage Mozzarella 100% lait,52.8,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt à boire Danup Mojito Menthe ,1.2,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Fromage Mozzarella cerises,49.6,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Fromage rouge Edam,43.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt pomme,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt fruits exotiques,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt aromatisé fruits des bois,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aromatisé pêche abricot,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt aromatisé noix de coco,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
Yaourt aromatisé fraise,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Yaourt aromatisé vanille,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Yaourt nature,0.54,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
"Lait caillé ""raieb""",1.49,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Tunis
Boisson lactée pomme et poire,0.99,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Sousse
Crème dessert à boire choco-nuts Plaisir,1.39,TND,Carrefour,Produits Laitiers,"Lait, yaourt, fromage",Carrefour Ariana
