nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
PRESIDENT Fromage râpé à l'emmental,1,Produits Laitiers,37.030,,,,,Monoprix,Tunisie
DELICE Fromage fondu rapé,1,Produits Laitiers,37.150,,,,,Monoprix,Tunisie
DELICE Fromage fondu râpé,1,Produits Laitiers,39.900,,,,,Monoprix,Tunisie
KAISER Fromage demi sel,1,Produits Laitiers,39.900,,,,,Monoprix,Tunisie
KAISER Mozzarella 100% Lait,1,Produits Laitiers,42.900,,,,,Monoprix,Tunisie
CAVALIERE Fromage edam,1,Produits Laitiers,43.900,,,,,Monoprix,Tunisie
MAJESTE Mozzarella,1,Produits Laitiers,44.100,,,,,Monoprix,Tunisie
MERIAH Fromage sicilien,1,Produits Laitiers,45.500,,,,,Monoprix,Tunisie
DUVRAI Fromage edam,1,Produits Laitiers,50.500,,,,,Monoprix,Tunisie
DUVRAI Fromage gouda,1,Produits Laitiers,51.500,,,,,Monoprix,Tunisie
MERIAH Fromage râpé,1,Produits Laitiers,51.900,,,,,Monoprix,Tunisie
SOUANI Fromage edam,1,Produits Laitiers,58.900,43.900,,,,Monoprix,Tunisie
MAJESTE Fromage gouda,1,Produits Laitiers,55.500,49.900,,,,Monoprix,Tunisie
MAJESTE Fromage edam,1,Produits Laitiers,55.500,49.900,,,,Monoprix,Tunisie
LE FORT Fromage gouda,1,Produits Laitiers,53.500,,,,,Monoprix,Tunisie
LE FORT Fromage edam meule,1,Produits Laitiers,53.500,,,,,Monoprix,Tunisie
KAISER Fromage gouda,1,Produits Laitiers,56.500,,,,,Monoprix,Tunisie
KAISER Fromage edam,1,Produits Laitiers,56.900,,,,,Monoprix,Tunisie
DUVRAI Fromage gouda fumé,1,Produits Laitiers,59.200,,,,,Monoprix,Tunisie
SOUANI Fromage edam,1,Produits Laitiers,60.900,,,,,Monoprix,Tunisie
DUVRAI Fromage gouda Cumin,1,Produits Laitiers,61.000,,,,,Monoprix,Tunisie
MAJESTE Fromage gruyère 100% lait,1,Produits Laitiers,62.900,,,,,Monoprix,Tunisie
SOUANI Fromage gouda demi sel,1,Produits Laitiers,63.500,,,,,Monoprix,Tunisie
LE FORT Fromage,1,Produits Laitiers,63.900,,,,,Monoprix,Tunisie
LE FORT Fromage gouda,1,Produits Laitiers,64.500,,,,,Monoprix,Tunisie
ALLOUCHE Fromage edam,1,Produits Laitiers,64.900,,,,,Monoprix,Tunisie
LE FORT Fromage gouda,1,Produits Laitiers,66.500,,,,,Monoprix,Tunisie
ALLOUCHE Fromage mimolette,1,Produits Laitiers,68.900,,,,,Monoprix,Tunisie
KAISER Fromage à l'emmental,1,Produits Laitiers,73.600,,,,,Monoprix,Tunisie
HOLLANDIA Fromage masdaam,1,Produits Laitiers,76.900,,,,,Monoprix,Tunisie
LE FORT Fromage gouda,1,Produits Laitiers,78.900,,,,,Monoprix,Tunisie
ENTREMONT Fromage emmental,1,Produits Laitiers,91.500,,,,,Monoprix,Tunisie
GRAND D'OR Fromage edam,1,Produits Laitiers,103.000,,,,,Monoprix,Tunisie
IMPERIAL Chapelure,3,Boulangerie,0.800,,,,,Monoprix,Tunisie
MERIAH Baguette aux herbes de provence,3,Boulangerie,0.950,,,,,Monoprix,Tunisie
CHAHIA TAYBA Chapelure dorée,3,Boulangerie,1.050,,,,,Monoprix,Tunisie
LE BOULANGER Pain Hamburger,3,Boulangerie,2.630,2.290,,,,Monoprix,Tunisie
LEBANESE FACTORY Pain hamburguer,3,Boulangerie,2.420,,,,,Monoprix,Tunisie
LEBANESE FACTORY Pain de mie,3,Boulangerie,2.420,,,,,Monoprix,Tunisie
LE BOULANGER Pain de mie,3,Boulangerie,2.730,2.490,,,,Monoprix,Tunisie
LE BOULANGER Pain Hamburger,3,Boulangerie,2.790,,,,,Monoprix,Tunisie
LE BOULANGER Pain sandwich,3,Boulangerie,2.840,,,,,Monoprix,Tunisie
LE BOULANGER Pain de mie sans croûte,3,Boulangerie,2.990,,,,,Monoprix,Tunisie
MAMA MIA Pain de mie brioché,3,Boulangerie,3.140,,,,,Monoprix,Tunisie
LE BOULANGER Pain panini,3,Boulangerie,3.520,,,,,Monoprix,Tunisie
TOUS LES JOURS Biscottes,3,Boulangerie,3.620,,,,,Monoprix,Tunisie
LE BOULANGER Pain grillé multicéréales,3,Boulangerie,3.680,,,,,Monoprix,Tunisie
LE BOULANGER Pain grillé fibres,3,Boulangerie,3.940,,,,,Monoprix,Tunisie
LE BOULANGER Pain grillé,3,Boulangerie,3.940,,,,,Monoprix,Tunisie
TOUS LES JOURS Biscottes,3,Boulangerie,3.950,,,,,Monoprix,Tunisie
TOUS LES JOURS Biscottes,3,Boulangerie,4.150,,,,,Monoprix,Tunisie
MAMA MIA American sandwich,3,Boulangerie,4.400,,,,,Monoprix,Tunisie
MOULIN D'OR Croissants,3,Boulangerie,4.620,,,,,Monoprix,Tunisie
FORNETTO Viennoiserie,3,Boulangerie,5.140,,,,,Monoprix,Tunisie
SANTIVERI Pain leger,3,Boulangerie,7.990,,,,,Monoprix,Tunisie
Saurel bleu (Chourou),4,Viandes et Poissons,13.500,,,,,Monoprix,Tunisie
Ommela Kerkennah Pm,4,Viandes et Poissons,14.750,,,,,Monoprix,Tunisie
Daurade semi-élévage moyen calibre,4,Viandes et Poissons,21.990,,,,,Monoprix,Tunisie
Seiche noire,4,Viandes et Poissons,25.620,,,,,Monoprix,Tunisie
Loup semi-élévage,4,Viandes et Poissons,29.990,,,,,Monoprix,Tunisie
Merlu (Nazali),4,Viandes et Poissons,33.750,,,,,Monoprix,Tunisie
CHAHIA Saucisses de Carthage,4,Viandes et Poissons,3.790,,,,,Monoprix,Tunisie
Cuisse de dinde,4,Viandes et Poissons,14.350,,,,,Monoprix,Tunisie
Cuisse de poulet,4,Viandes et Poissons,16.650,,,,,Monoprix,Tunisie
Escalope de dinde,4,Viandes et Poissons,18.950,,,,,Monoprix,Tunisie
Osso bocco de dinde,4,Viandes et Poissons,19.900,,,,,Monoprix,Tunisie
CHAHIA Steak de dinde,4,Viandes et Poissons,20.810,,,,,Monoprix,Tunisie
Escalope de poulet,4,Viandes et Poissons,21.600,,,,,Monoprix,Tunisie
EL MAZRAA Brochette de dinde aux légumes,4,Viandes et Poissons,22.500,,,,,Monoprix,Tunisie
Brochettes de Poulet,4,Viandes et Poissons,23.100,,,,,Monoprix,Tunisie
CHAHIA Cordon bleu sauce tartare,4,Viandes et Poissons,29.500,,,,,Monoprix,Tunisie
Lapin,4,Viandes et Poissons,31.850,,,,,Monoprix,Tunisie
CHAHIA TAYBA Glaçon écaillé alimentaire,6,Surgelés,2.350,,,,,Monoprix,Tunisie
ECAILLE Glaçon non alimentaire,6,Surgelés,2.410,,,,,Monoprix,Tunisie
LONDON DAIRY Barre glacée,6,Surgelés,2.990,,,,,Monoprix,Tunisie
LONDON DAIRY Barre glacée,6,Surgelés,2.990,,,,,Monoprix,Tunisie
Glaçon alimentaire en cube,6,Surgelés,3.240,,,,,Monoprix,Tunisie
SELJA Cornet biscuit,6,Surgelés,3.290,,,,,Monoprix,Tunisie
SELJA Glace Gold mythic,6,Surgelés,3.790,,,,,Monoprix,Tunisie
SELJA Glace Gold mythic,6,Surgelés,3.790,,,,,Monoprix,Tunisie
SELJA Glace Gold mythic,6,Surgelés,3.790,,,,,Monoprix,Tunisie
PANAME Glace,6,Surgelés,3.790,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.310,,,,,Monoprix,Tunisie
Pâte feuilletée,6,Surgelés,4.360,,,,,Monoprix,Tunisie
ICE VEGAS Glace,6,Surgelés,4.510,,,,,Monoprix,Tunisie
CHAHIA TAYBA Pâte feuilletée surgelée,6,Surgelés,4.900,,,,,Monoprix,Tunisie
LONDON DAIRY Glace cône,6,Surgelés,4.920,,,,,Monoprix,Tunisie
LONDON DAIRY Glace cône,6,Surgelés,4.920,,,,,Monoprix,Tunisie
LONDON DAIRY Glace cône,6,Surgelés,4.920,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,4.920,3.590,,,,Monoprix,Tunisie
ICE VEGAS Bâtonnet,6,Surgelés,4.930,3.590,,,,Monoprix,Tunisie
ICE VEGAS Glace,6,Surgelés,4.930,3.590,,,,Monoprix,Tunisie
ICE VEGAS Glace,6,Surgelés,4.930,3.590,,,,Monoprix,Tunisie
VANOISE Pâte brisée slice,6,Surgelés,5.990,3.990,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet de glace,6,Surgelés,5.230,4.690,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet de glace,6,Surgelés,5.230,4.690,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet de glace,6,Surgelés,5.230,4.690,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet de glace,6,Surgelés,5.230,4.690,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet de glace,6,Surgelés,5.230,4.690,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet,6,Surgelés,5.790,5.290,,,,Monoprix,Tunisie
VANOISE Pâte brisée étalée,6,Surgelés,5.790,,,,,Monoprix,Tunisie
FORNETTO Pâte brisée,6,Surgelés,7.330,,,,,Monoprix,Tunisie
LONDON DAIRY Bâtonnet,6,Surgelés,7.330,,,,,Monoprix,Tunisie
Pâte feuilletée,6,Surgelés,7.870,8.990,,,,Monoprix,Tunisie
EXTASIO OLA Glace,6,Surgelés,12.580,8.990,,,,Monoprix,Tunisie
BOULES D'OR Glace,6,Surgelés,12.580,,,,,Monoprix,Tunisie
ICE VEGAS Glace,6,Surgelés,15.000,,,,,Monoprix,Tunisie
ANEKEN Crème glacée,6,Surgelés,15.690,,,,,Monoprix,Tunisie
SELJA Glace gold mythic,6,Surgelés,15.730,,,,,Monoprix,Tunisie
LONDON DAIRY Glace,6,Surgelés,16.230,,,,,Monoprix,Tunisie
LONDON DAIRY Mini battonets trio,6,Surgelés,22.900,,,,,Monoprix,Tunisie
LONDON DAIRY Mini battonets sorbet,6,Surgelés,22.900,,,,,Monoprix,Tunisie
LONDON DAIRY Glace premium,6,Surgelés,24.330,,,,,Monoprix,Tunisie
MIMA Macédoine,2,Fruits et Légumes,6.990,,,,,Monoprix,Tunisie
MIMA Petits pois,2,Fruits et Légumes,6.990,,,,,Monoprix,Tunisie
NAVARRA Salade russe,2,Fruits et Légumes,7.120,,,,,Monoprix,Tunisie
PINGUIN Haricots verts surgelés,2,Fruits et Légumes,9.990,,,,,Monoprix,Tunisie
PINGUIN Macédoine de légumes,2,Fruits et Légumes,9.990,,,,,Monoprix,Tunisie
CN NAVARRA Petits pois surgelés,2,Fruits et Légumes,10.270,,,,,Monoprix,Tunisie
PINGUIN Petits pois,2,Fruits et Légumes,11.290,,,,,Monoprix,Tunisie
GREENS Mélange mexicain,2,Fruits et Légumes,11.690,,,,,Monoprix,Tunisie
PINGUIN Choux de bruxelles surgelés,2,Fruits et Légumes,12.990,,,,,Monoprix,Tunisie
PINGUIN Champignons émincés,2,Fruits et Légumes,12.990,,,,,Monoprix,Tunisie
PINGUIN Brocolis en fleurettes surgelées,2,Fruits et Légumes,13.490,,,,,Monoprix,Tunisie
BONDUELLE Macédoine surgelés,2,Fruits et Légumes,13.530,,,,,Monoprix,Tunisie
BONDUELLE Épinards surgelés,2,Fruits et Légumes,13.950,,,,,Monoprix,Tunisie
BONDUELLE Haricots verts fins surgelés,2,Fruits et Légumes,14.290,,,,,Monoprix,Tunisie
PINGUIN Fruits des bois surgelés,2,Fruits et Légumes,42.900,,,,,Monoprix,Tunisie
CHAHIA Saucisses de Frankfurt au fromage,4,Viandes et Poissons,4.400,,,,,Monoprix,Tunisie
EL MAZRAA Viande hachée,4,Viandes et Poissons,4.540,,,,,Monoprix,Tunisie
EL MAZRAA Kwika,4,Viandes et Poissons,4.880,,,,,Monoprix,Tunisie
CHAHIA Kefta de poulet,4,Viandes et Poissons,4.970,,,,,Monoprix,Tunisie
CHAHIA Chicken nuggets surgelés,4,Viandes et Poissons,6.410,,,,,Monoprix,Tunisie
MAZRAA Finger de dinde pané surgelés,4,Viandes et Poissons,10.170,6.990,,,,Monoprix,Tunisie
CHAHIA Croquito surgelé,4,Viandes et Poissons,7.310,,,,,Monoprix,Tunisie
EL MAZRAA Boulettes de dinde,4,Viandes et Poissons,8.170,,,,,Monoprix,Tunisie
CHAHIA Roulé au fromage,4,Viandes et Poissons,8.170,,,,,Monoprix,Tunisie
EL MAZRAA Nuggets de dinde,4,Viandes et Poissons,8.380,,,,,Monoprix,Tunisie
EL MAZRAA Boulettes au fromage panées,4,Viandes et Poissons,8.640,,,,,Monoprix,Tunisie
EL MAZRAA Boulettes de dinde,4,Viandes et Poissons,8.870,,,,,Monoprix,Tunisie
EL MAZRAA Croque pizza,4,Viandes et Poissons,8.990,,,,,Monoprix,Tunisie
FAKAM Moules décoquillées,4,Viandes et Poissons,10.990,8.990,,,,Monoprix,Tunisie
EL MAZRAA Cordon bleu,4,Viandes et Poissons,9.010,,,,,Monoprix,Tunisie
MAZRAA Kabeb de dinde,4,Viandes et Poissons,9.220,,,,,Monoprix,Tunisie
EL MAZRAA Chicken nuggets,4,Viandes et Poissons,9.290,,,,,Monoprix,Tunisie
MAZRAA Crokids,4,Viandes et Poissons,10.040,,,,,Monoprix,Tunisie
SADIA Pop corn de poulet panés,4,Viandes et Poissons,10.490,,,,,Monoprix,Tunisie
HIMOKA Boulettes de poissons panées,4,Viandes et Poissons,10.800,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Crevettes décortiquées,4,Viandes et Poissons,10.890,,,,,Monoprix,Tunisie
FAKAM Anneaux de calamars panés,4,Viandes et Poissons,11.550,,,,,Monoprix,Tunisie
EL MAZRAA Cordon bleu,4,Viandes et Poissons,11.640,,,,,Monoprix,Tunisie
DELICES DE LA MER Moules précuites,4,Viandes et Poissons,11.850,,,,,Monoprix,Tunisie
EL MAZRAA Hamburger de dinde,4,Viandes et Poissons,11.900,,,,,Monoprix,Tunisie
EL MAZRAA Boulettes au fromage panées,4,Viandes et Poissons,12.690,,,,,Monoprix,Tunisie
MIMA Burger de poisson surgelé,4,Viandes et Poissons,12.790,,,,,Monoprix,Tunisie
EL MAZRAA Escalope de poulet pané surgelé,4,Viandes et Poissons,12.850,,,,,Monoprix,Tunisie
FARAH Mini merguez pur bœuf,4,Viandes et Poissons,13.110,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Bâtonnets de poisson panés,4,Viandes et Poissons,14.160,,,,,Monoprix,Tunisie
HIMOKA Calamars panés,4,Viandes et Poissons,14.270,,,,,Monoprix,Tunisie
EL MAZRAA Escalope de dinde pané surgelé,4,Viandes et Poissons,14.470,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Calamar anneaux,4,Viandes et Poissons,14.540,,,,,Monoprix,Tunisie
CHAHIA Cordon bleu surgelés,4,Viandes et Poissons,14.580,,,,,Monoprix,Tunisie
EL MAZRAA Fingers de dinde pané,4,Viandes et Poissons,15.100,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Moules demi coquilles,4,Viandes et Poissons,15.310,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Crevettes panées surgelées,4,Viandes et Poissons,15.520,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Seiche nettoyée,4,Viandes et Poissons,15.630,,,,,Monoprix,Tunisie
FAKAM Figurines de merlan pané,4,Viandes et Poissons,15.690,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Petit poulpe nettoyé,4,Viandes et Poissons,15.990,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Crevettes décortiquées,4,Viandes et Poissons,16.280,,,,,Monoprix,Tunisie
FARAH Bâtonnets de poissons,4,Viandes et Poissons,16.360,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Salade fruits de mer,4,Viandes et Poissons,16.430,,,,,Monoprix,Tunisie
FARAH Steak haché surgelé,4,Viandes et Poissons,16.780,,,,,Monoprix,Tunisie
MIMA Salade fruits de mer,4,Viandes et Poissons,16.900,,,,,Monoprix,Tunisie
FAKAM Crevettes pannées,4,Viandes et Poissons,18.650,16.990,,,,Monoprix,Tunisie
FAKAM Poulpe coupée,4,Viandes et Poissons,17.900,,,,,Monoprix,Tunisie
DELICES DE LA MER Crevettes décortiquées grosses,4,Viandes et Poissons,18.460,,,,,Monoprix,Tunisie
DELICES DE LA MER Crevettes entières,4,Viandes et Poissons,18.670,,,,,Monoprix,Tunisie
EL MAZRAA Hamburger,4,Viandes et Poissons,18.880,,,,,Monoprix,Tunisie
EL MAZRAA Escalope de dinde pané,4,Viandes et Poissons,26.940,18.900,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Calamar pané,4,Viandes et Poissons,19.090,,,,,Monoprix,Tunisie
FAKAM Fish finger,4,Viandes et Poissons,19.790,,,,,Monoprix,Tunisie
FAKAM Burger au poisson,4,Viandes et Poissons,19.830,,,,,Monoprix,Tunisie
FAKAM Salade de fruits de mer surgelée,4,Viandes et Poissons,19.990,,,,,Monoprix,Tunisie
MIMA Anneaux de calamar panés,4,Viandes et Poissons,21.990,,,,,Monoprix,Tunisie
FAKAM Crevettes décortiquées surgelé,4,Viandes et Poissons,22.990,,,,,Monoprix,Tunisie
FAKAM Anneaux de calamar panés surgelés,4,Viandes et Poissons,23.000,,,,,Monoprix,Tunisie
EL MAZRAA Escalope de poulet pané,4,Viandes et Poissons,23.080,,,,,Monoprix,Tunisie
FAKAM Crevettes décortiquées surgelé,4,Viandes et Poissons,23.990,,,,,Monoprix,Tunisie
EL MAZRAA Escalope de dinde panée surgelée,4,Viandes et Poissons,24.780,,,,,Monoprix,Tunisie
CAPTAIN SINDBAD Chevrettes décortiquées surgelées,4,Viandes et Poissons,28.650,,,,,Monoprix,Tunisie
OCEAN FRESH Filets de poisson surgelé,4,Viandes et Poissons,30.590,,,,,Monoprix,Tunisie
FANDICOSTA Anneaux de calamar panés surgelés,4,Viandes et Poissons,35.300,,,,,Monoprix,Tunisie
VELE MARINE Saumon en tranches,4,Viandes et Poissons,49.900,,,,,Monoprix,Tunisie
Pain baguette classique,3,Boulangerie,0.300,,,,,Monoprix,Tunisie
Pain baguette complète,3,Boulangerie,0.350,,,,,Monoprix,Tunisie
Pain tabouna,3,Boulangerie,0.400,,,,,Monoprix,Tunisie
Pain italien,3,Boulangerie,0.600,,,,,Monoprix,Tunisie
Pain aux céréales,3,Boulangerie,1.200,,,,,Monoprix,Tunisie
Pain complet tranché,3,Boulangerie,1.800,,,,,Monoprix,Tunisie
Pain de mie nature,3,Boulangerie,2.400,,,,,Monoprix,Tunisie
Pain de mie complet,3,Boulangerie,2.600,,,,,Monoprix,Tunisie
Pain de mie sans croûte,3,Boulangerie,2.900,,,,,Monoprix,Tunisie
Pain hamburger x4,3,Boulangerie,2.700,,,,,Monoprix,Tunisie
Pain hamburger x6,3,Boulangerie,3.400,,,,,Monoprix,Tunisie
Pain hot dog x6,3,Boulangerie,2.900,,,,,Monoprix,Tunisie
Pain sandwich,3,Boulangerie,2.800,,,,,Monoprix,Tunisie
Pain panini,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Pain toast,3,Boulangerie,3.600,,,,,Monoprix,Tunisie
Pain grillé,3,Boulangerie,3.900,,,,,Monoprix,Tunisie
Pain grillé fibres,3,Boulangerie,4.000,,,,,Monoprix,Tunisie
Pain grillé multicéréales,3,Boulangerie,3.800,,,,,Monoprix,Tunisie
Biscottes nature,3,Boulangerie,3.600,,,,,Monoprix,Tunisie
Biscottes complètes,3,Boulangerie,3.900,,,,,Monoprix,Tunisie
Biscottes sans sucre,3,Boulangerie,4.200,,,,,Monoprix,Tunisie
Croissant nature,3,Boulangerie,0.900,,,,,Monoprix,Tunisie
Croissant chocolat,3,Boulangerie,1.200,,,,,Monoprix,Tunisie
Croissant amande,3,Boulangerie,1.400,,,,,Monoprix,Tunisie
Pain au chocolat,3,Boulangerie,1.200,,,,,Monoprix,Tunisie
Pain au raisin,3,Boulangerie,1.300,,,,,Monoprix,Tunisie
Brioche nature,3,Boulangerie,1.500,,,,,Monoprix,Tunisie
Brioche chocolat,3,Boulangerie,1.700,,,,,Monoprix,Tunisie
Brioche familiale,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Cake nature,3,Boulangerie,3.500,,,,,Monoprix,Tunisie
Cake marbré,3,Boulangerie,3.800,,,,,Monoprix,Tunisie
Cake chocolat,3,Boulangerie,4.000,,,,,Monoprix,Tunisie
Cake fruits,3,Boulangerie,4.200,,,,,Monoprix,Tunisie
Gâteau roulé fraise,3,Boulangerie,4.500,,,,,Monoprix,Tunisie
Gâteau roulé chocolat,3,Boulangerie,4.500,,,,,Monoprix,Tunisie
Muffin chocolat,3,Boulangerie,1.800,,,,,Monoprix,Tunisie
Muffin vanille,3,Boulangerie,1.700,,,,,Monoprix,Tunisie
Muffin myrtille,3,Boulangerie,2.000,,,,,Monoprix,Tunisie
Donut sucre,3,Boulangerie,1.500,,,,,Monoprix,Tunisie
Donut chocolat,3,Boulangerie,1.700,,,,,Monoprix,Tunisie
Donut caramel,3,Boulangerie,1.900,,,,,Monoprix,Tunisie
Beignet sucre,3,Boulangerie,1.400,,,,,Monoprix,Tunisie
Beignet chocolat,3,Boulangerie,1.600,,,,,Monoprix,Tunisie
Beignet confiture,3,Boulangerie,1.600,,,,,Monoprix,Tunisie
Tarte pomme,3,Boulangerie,5.500,,,,,Monoprix,Tunisie
Tarte citron,3,Boulangerie,5.800,,,,,Monoprix,Tunisie
Tarte chocolat,3,Boulangerie,6.200,,,,,Monoprix,Tunisie
Tarte fruits,3,Boulangerie,6.500,,,,,Monoprix,Tunisie
Pizza pain nature,3,Boulangerie,2.500,,,,,Monoprix,Tunisie
Pizza pain fromage,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Pizza pain thon,3,Boulangerie,3.800,,,,,Monoprix,Tunisie
Focaccia nature,3,Boulangerie,2.800,,,,,Monoprix,Tunisie
Focaccia olives,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Focaccia fromage,3,Boulangerie,3.600,,,,,Monoprix,Tunisie
Chapelure nature,3,Boulangerie,0.900,,,,,Monoprix,Tunisie
Chapelure dorée,3,Boulangerie,1.100,,,,,Monoprix,Tunisie
Pain bio complet,3,Boulangerie,2.900,,,,,Monoprix,Tunisie
Pain bio céréales,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Pain sans gluten,3,Boulangerie,4.500,,,,,Monoprix,Tunisie
Pain keto,3,Boulangerie,5.200,,,,,Monoprix,Tunisie
Mini baguette,3,Boulangerie,0.200,,,,,Monoprix,Tunisie
Mini croissant,3,Boulangerie,0.500,,,,,Monoprix,Tunisie
Mini pain chocolat,3,Boulangerie,0.600,,,,,Monoprix,Tunisie
Pack viennoiseries,3,Boulangerie,6.500,5.500,,,,Monoprix,Tunisie
Pack pain sandwich,3,Boulangerie,4.500,3.900,,,,Monoprix,Tunisie
Pack petit déjeuner,3,Boulangerie,7.500,6.500,,,,Monoprix,Tunisie
Pain marocain,3,Boulangerie,0.500,,,,,Monoprix,Tunisie
Pain libanais,3,Boulangerie,0.600,,,,,Monoprix,Tunisie
Pain turc,3,Boulangerie,0.700,,,,,Monoprix,Tunisie
Pain pita,3,Boulangerie,0.800,,,,,Monoprix,Tunisie
Pain naan,3,Boulangerie,1.200,,,,,Monoprix,Tunisie
Pain tortilla,3,Boulangerie,2.500,,,,,Monoprix,Tunisie
Pain wraps,3,Boulangerie,3.000,,,,,Monoprix,Tunisie
Pain burger géant,3,Boulangerie,4.500,,,,,Monoprix,Tunisie
Pain burger brioché,3,Boulangerie,3.900,,,,,Monoprix,Tunisie
Pain sandwich complet,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Pain aux olives,3,Boulangerie,2.800,,,,,Monoprix,Tunisie
Pain au fromage,3,Boulangerie,3.000,,,,,Monoprix,Tunisie
Pain aux noix,3,Boulangerie,3.400,,,,,Monoprix,Tunisie
Pain aux graines,3,Boulangerie,3.200,,,,,Monoprix,Tunisie
Pain sucré,3,Boulangerie,2.900,,,,,Monoprix,Tunisie
Pain brioché,3,Boulangerie,3.500,,,,,Monoprix,Tunisie
Pain chocolat brioche,3,Boulangerie,3.700,,,,,Monoprix,Tunisie
Pain au lait,3,Boulangerie,2.200,,,,,Monoprix,Tunisie
Pain au lait chocolat,3,Boulangerie,2.500,,,,,Monoprix,Tunisie
Pain au lait fourré,3,Boulangerie,2.800,,,,,Monoprix,Tunisi
Frites surgelées,6,Surgelés,3.200,,,,,Monoprix,Tunisie
Frites allumettes,6,Surgelés,3.500,,,,,Monoprix,Tunisie
Frites rustiques,6,Surgelés,3.800,,,,,Monoprix,Tunisie
Pommes noisettes,6,Surgelés,4.200,,,,,Monoprix,Tunisie
Pommes duchesse,6,Surgelés,4.500,,,,,Monoprix,Tunisie
Gratin dauphinois surgelé,6,Surgelés,5.200,,,,,Monoprix,Tunisie
Légumes mélange surgelé,6,Surgelés,4.900,,,,,Monoprix,Tunisie
Petits pois surgelés,6,Surgelés,4.800,,,,,Monoprix,Tunisie
Haricots verts surgelés,6,Surgelés,5.100,,,,,Monoprix,Tunisie
Carottes rondelles surgelées,6,Surgelés,4.700,,,,,Monoprix,Tunisie
Brocolis surgelés,6,Surgelés,5.400,,,,,Monoprix,Tunisie
Chou-fleur surgelé,6,Surgelés,5.300,,,,,Monoprix,Tunisie
Épinards surgelés,6,Surgelés,4.600,,,,,Monoprix,Tunisie
Maïs surgelé,6,Surgelés,4.900,,,,,Monoprix,Tunisie
Champignons surgelés,6,Surgelés,6.200,,,,,Monoprix,Tunisie
Pizza margherita surgelée,6,Surgelés,6.500,,,,,Monoprix,Tunisie
Pizza thon surgelée,6,Surgelés,7.200,,,,,Monoprix,Tunisie
Pizza 4 fromages surgelée,6,Surgelés,7.800,,,,,Monoprix,Tunisie
Pizza pepperoni surgelée,6,Surgelés,8.200,,,,,Monoprix,Tunisie
Lasagnes surgelées,6,Surgelés,8.500,,,,,Monoprix,Tunisie
Cannelloni surgelés,6,Surgelés,8.300,,,,,Monoprix,Tunisie
Nuggets de poulet surgelés,6,Surgelés,6.900,,,,,Monoprix,Tunisie
Filets de poulet panés,6,Surgelés,7.500,,,,,Monoprix,Tunisie
Escalope de dinde panée,6,Surgelés,8.100,,,,,Monoprix,Tunisie
Cordon bleu surgelé,6,Surgelés,7.800,,,,,Monoprix,Tunisie
Boulettes de viande surgelées,6,Surgelés,7.600,,,,,Monoprix,Tunisie
Hamburger surgelé,6,Surgelés,8.400,,,,,Monoprix,Tunisie
Steak haché surgelé,6,Surgelés,9.200,,,,,Monoprix,Tunisie
Poisson pané,6,Surgelés,7.300,,,,,Monoprix,Tunisie
Bâtonnets de poisson,6,Surgelés,7.900,,,,,Monoprix,Tunisie
Crevettes surgelées,6,Surgelés,12.500,,,,,Monoprix,Tunisie
Calamars surgelés,6,Surgelés,11.800,,,,,Monoprix,Tunisie
Moules surgelées,6,Surgelés,10.900,,,,,Monoprix,Tunisie
Saumon surgelé,6,Surgelés,18.500,,,,,Monoprix,Tunisie
Thon surgelé,6,Surgelés,16.800,,,,,Monoprix,Tunisie
Glace vanille,6,Surgelés,4.200,,,,,Monoprix,Tunisie
Glace chocolat,6,Surgelés,4.200,,,,,Monoprix,Tunisie
